match_id,home_goals,away_goals,home_shots,away_shots,home_yellow,away_yellow,home_red,away_red
707,5,1,16,10,1,0,0,0
708,1,1,7,8,4,2,1,0
709,1,0,9,12,4,2,0,1
710,1,0,14,12,4,0,0,0
711,1,0,13,12,3,2,0,1
712,0,0,8,9,3,2,0,0
713,2,3,15,10,1,1,0,0
714,1,2,5,24,3,2,0,0
715,4,2,15,11,4,1,0,0
716,1,2,11,20,2,0,0,0
717,3,2,17,14,2,1,0,0
718,2,2,25,9,4,5,0,0
719,0,0,12,3,1,2,0,0
720,1,0,13,9,0,2,0,0
721,0,1,11,16,2,3,0,0
722,4,0,13,6,0,1,0,0
723,3,2,8,19,0,2,1,0
724,0,1,7,14,2,3,0,0
725,2,1,12,16,2,1,0,0
726,3,0,10,10,3,5,0,0
727,1,0,11,4,1,1,0,0
728,4,3,23,9,4,3,0,0
729,1,1,10,16,3,2,0,0
730,3,2,13,12,2,2,0,0
731,1,0,10,14,6,6,0,0
732,0,1,15,6,3,1,0,0
733,0,1,11,13,0,0,0,0
734,1,0,11,10,4,3,0,0
735,2,1,39,4,0,3,0,0
736,3,0,17,23,1,1,0,0
737,0,2,9,12,2,2,1,0
738,0,2,11,9,1,0,0,0
739,2,0,9,9,1,1,0,0
740,2,2,20,10,1,3,0,0
741,4,1,20,12,1,1,0,0
742,2,3,24,7,2,0,0,0
743,1,2,24,7,2,3,0,0
744,0,1,12,11,2,2,0,0
745,1,2,7,10,2,2,0,0
746,2,0,16,16,1,1,0,0
747,0,2,6,16,0,1,2,0
748,3,2,15,9,1,3,0,0
749,0,1,6,10,3,1,0,0
750,0,1,7,14,0,2,0,0
751,1,1,14,9,1,2,0,0
752,1,1,14,19,2,2,0,0
753,2,0,8,10,3,2,0,0
754,1,2,6,15,3,4,1,0
755,3,0,16,6,0,1,0,0
756,2,0,16,9,0,0,0,0
757,0,0,27,9,2,2,0,0
758,0,3,10,13,1,0,0,0
759,0,4,2,19,0,1,0,0
760,4,2,12,17,0,1,0,0
761,1,4,5,14,3,0,0,0
762,1,5,7,7,4,1,0,0
763,1,0,13,7,1,1,0,0
764,0,2,2,21,2,2,1,0
765,0,1,4,10,1,0,0,0
