match_id,home_goals,away_goals,home_shots,away_shots,home_yellow,away_yellow,home_red,away_red
766,2,1,16,9,0,0,0,0
767,1,1,7,11,4,3,0,0
768,3,0,22,16,2,1,0,0
769,0,0,7,6,1,3,0,0
770,6,0,21,6,1,4,0,0
771,2,0,11,5,1,2,0,0
772,0,2,2,15,0,0,0,1
773,0,2,18,14,3,3,0,0
774,2,0,22,10,0,0,1,0
775,2,2,16,12,1,1,0,0
776,2,0,8,10,0,0,0,1
777,1,1,10,15,4,1,0,0
778,3,1,9,13,2,4,0,0
779,4,3,22,14,3,2,0,0
780,4,0,17,3,0,5,0,0
781,1,3,11,10,2,2,0,0
782,1,3,4,11,4,2,1,0
783,1,4,12,12,6,4,0,1
784,3,1,21,7,1,5,0,1
785,1,3,10,10,3,2,0,0
786,1,1,14,12,1,4,0,0
787,2,1,11,13,2,1,0,0
788,1,0,10,17,1,1,0,0
789,0,3,13,19,3,0,0,0
790,2,0,10,12,5,2,1,0
791,3,1,22,5,2,3,0,0
792,0,0,12,8,0,0,0,0
793,1,2,18,11,3,1,0,0
794,3,0,11,12,1,3,0,0
795,1,1,10,12,4,1,0,0
796,2,0,15,5,1,1,0,0
797,8,0,18,8,0,1,0,0
798,3,3,15,12,2,2,0,0
799,1,1,8,11,2,1,0,0
800,1,1,11,10,2,4,0,0
801,1,1,4,9,1,4,0,0
802,2,0,9,10,1,1,0,0
803,2,3,18,6,4,3,0,1
804,3,1,14,9,1,3,0,0
805,3,2,14,11,3,4,0,0
806,3,0,15,8,2,0,0,0
807,3,1,22,13,1,3,0,0
808,0,3,7,18,2,1,0,0
809,0,0,22,15,4,2,1,0
810,2,1,21,9,4,3,0,1
811,1,3,14,21,0,3,0,0
812,2,2,16,5,2,2,1,0
813,1,0,14,10,2,1,0,0
814,1,2,10,4,2,2,0,0
815,1,1,13,8,4,0,1,1
816,2,1,10,9,3,2,0,0
817,1,2,14,5,2,4,0,0
818,3,1,13,11,3,1,0,0
819,2,0,8,14,4,0,1,1
820,2,0,17,11,1,2,0,0
821,1,1,9,19,1,2,0,0
822,4,2,18,10,3,5,0,0
823,2,2,8,12,2,4,0,0
824,0,0,14,3,1,5,1,0
825,1,1,12,6,2,2,0,0
826,4,2,18,16,2,2,0,0
827,0,2,15,13,1,2,0,0
828,2,1,10,15,2,3,0,0
829,0,4,7,16,3,4,0,0
830,0,5,13,21,1,3,1,0
831,1,1,11,13,2,1,0,0
832,1,1,18,8,2,4,0,0
833,1,0,20,5,2,4,0,1
834,4,2,13,19,1,3,0,0
835,0,2,11,11,4,4,0,0
836,1,2,11,13,3,2,0,0
837,2,2,12,17,0,4,0,0
838,0,3,5,19,1,0,1,0
839,0,3,9,15,1,2,1,0
840,2,1,17,11,2,5,0,1
841,3,1,9,8,2,3,0,0
842,1,1,14,14,3,1,0,0
843,0,1,11,10,1,1,0,0
844,0,1,16,12,0,2,0,0
845,1,0,18,13,1,5,0,1
846,2,0,13,9,2,1,0,0
847,4,0,16,7,0,2,0,0
848,1,0,12,15,2,1,0,0
849,1,2,7,9,1,1,0,0
850,1,0,13,13,0,3,0,0
851,1,3,19,10,3,2,0,0
852,2,4,10,26,0,3,0,0
853,3,2,15,9,2,0,0,0
854,1,3,5,19,5,2,0,0
855,0,3,10,18,1,4,0,0
856,1,0,17,10,3,2,0,0
857,3,1,14,19,5,1,0,0
858,2,2,17,13,2,2,0,0
859,0,2,7,9,3,1,0,0
860,3,2,10,12,2,2,0,0
861,3,0,17,11,1,2,0,0
862,1,3,16,7,3,3,0,0
863,1,1,14,13,2,0,0,0
864,1,0,11,11,3,5,0,0
865,1,0,10,10,4,1,0,0
866,1,0,5,4,3,2,0,0
867,0,2,18,7,2,1,0,0
868,2,1,15,10,2,0,0,0
869,0,2,16,11,1,2,0,0
870,3,1,11,12,3,2,0,0
871,1,1,24,5,0,0,0,0
872,5,0,18,2,0,1,0,1
873,0,1,5,12,2,0,0,0
874,4,1,16,16,1,2,0,0
875,2,1,9,7,0,1,0,0
876,2,2,11,13,4,5,1,1
877,2,0,12,4,0,0,0,0
878,0,0,6,25,2,1,0,0
879,3,1,10,7,1,1,0,0
880,0,3,10,16,0,2,0,0
881,2,0,19,6,2,2,0,0
882,2,1,17,12,3,2,0,0
883,2,0,18,7,2,3,0,0
884,1,0,14,5,1,1,0,1
885,0,2,3,21,1,1,0,0
886,0,0,7,11,1,2,0,0
887,2,1,11,3,3,4,0,0
888,2,2,10,16,3,1,0,0
889,1,1,9,10,1,3,1,0
890,0,0,8,14,1,3,0,0
891,4,1,13,16,3,3,0,0
892,0,3,11,9,0,1,0,0
893,2,2,20,18,1,2,0,0
894,3,1,13,7,2,3,0,0
895,2,0,7,3,3,1,0,0
896,2,4,15,17,2,0,0,0
897,3,2,9,10,3,3,1,0
898,1,1,13,6,1,2,0,0
899,1,0,12,16,1,2,0,0
900,3,1,14,11,2,1,0,0
901,2,0,7,12,2,1,0,0
902,0,1,14,8,5,2,1,0
903,5,1,15,4,1,0,0,0
904,3,1,11,14,1,2,0,0
905,0,0,13,13,0,4,1,0
906,2,2,10,15,3,0,0,0
907,2,1,11,10,1,2,0,0
908,2,4,12,15,4,2,0,0
909,1,2,5,13,2,2,0,0
910,1,2,8,25,2,2,0,0
911,1,3,8,21,6,2,2,0
912,2,1,25,8,1,2,0,0
913,1,2,19,8,1,4,0,0
914,2,1,11,11,1,3,0,0
915,2,1,12,26,1,2,0,0
916,1,2,10,9,2,2,0,0
917,0,0,11,13,1,0,0,0
918,1,2,22,10,2,3,0,0
919,2,0,12,10,2,1,0,1
920,1,1,18,7,3,3,0,0
921,1,1,11,7,2,2,0,0
922,1,1,12,8,2,1,0,0
923,1,1,11,8,2,0,0,0
924,3,2,20,14,3,3,0,0
925,1,1,18,6,2,2,0,0
926,2,1,11,15,4,2,0,0
927,0,1,11,17,2,3,0,0
928,1,0,16,2,1,1,0,0
929,1,1,7,15,3,1,0,0
930,2,0,14,18,1,1,0,0
931,1,2,15,6,1,2,0,0
932,0,2,14,19,4,3,0,0
933,2,5,14,14,1,0,0,0
934,4,1,29,9,1,1,0,1
935,4,2,11,12,2,2,0,0
936,1,1,17,13,2,4,1,1
937,3,2,20,10,4,1,0,0
938,1,2,13,11,3,3,1,0
939,1,0,13,7,3,3,0,0
940,1,1,15,13,2,2,0,0
941,0,2,15,10,3,2,0,0
942,4,1,16,9,1,0,0,0
943,1,2,14,14,2,1,0,0
944,2,0,16,12,1,4,0,1
945,0,2,9,21,1,5,0,0
946,0,2,5,18,1,2,0,0
947,2,2,9,7,1,1,0,0
948,4,0,15,9,0,0,0,0
949,2,0,22,11,1,4,0,0
950,2,2,18,11,2,2,0,0
951,5,1,28,7,1,1,0,0
952,7,1,22,6,1,1,0,1
953,0,1,14,20,2,0,0,0
954,1,3,14,9,2,2,0,1
955,0,2,7,13,4,2,1,0
956,1,4,11,9,3,1,0,0
957,0,1,16,10,2,1,0,0
958,0,2,4,18,2,1,1,0
959,1,0,26,3,1,2,0,2
960,3,0,9,8,1,3,0,1
961,2,1,9,13,4,2,0,0
962,3,3,19,13,3,0,0,0
963,1,4,11,11,0,2,1,0
964,2,3,14,15,1,1,0,0
965,3,1,17,14,2,4,0,1
966,2,0,16,13,1,1,0,0
967,0,0,3,12,3,1,0,0
968,3,0,23,9,0,0,0,0
969,3,4,20,8,2,2,0,0
970,4,1,26,6,0,1,0,0
971,1,3,12,16,2,1,0,0
972,0,4,5,19,3,3,0,0
973,0,1,14,6,1,3,0,1
974,2,1,10,15,2,1,0,0
975,2,0,21,8,1,2,0,0
976,0,4,16,15,2,1,0,0
977,1,1,8,13,1,3,0,0
978,1,0,18,10,2,3,0,0
979,0,1,15,3,3,1,0,0
980,1,4,13,19,2,3,0,0
981,2,0,19,7,1,1,0,0
982,1,1,13,12,2,3,0,0
983,0,1,11,9,1,1,0,0
984,0,2,18,8,1,2,0,0
985,0,2,18,13,1,1,0,0
986,1,1,20,10,1,3,1,0
987,0,2,6,16,1,2,0,0
988,1,0,9,12,1,1,0,0
989,1,0,10,13,2,3,1,0
990,0,0,11,12,1,3,1,0
991,4,2,16,14,2,3,0,0
992,0,2,13,11,1,3,0,1
993,3,1,16,11,1,0,0,0
994,2,1,10,11,0,2,0,0
995,4,2,14,16,2,2,0,0
996,2,1,17,9,2,4,0,1
997,3,1,7,20,0,0,0,0
998,1,6,11,22,2,0,0,0
999,0,3,9,14,1,0,0,0
1000,1,0,21,12,3,1,0,0
1001,3,2,16,7,1,2,0,0
1002,1,0,11,5,1,3,0,0
1003,2,4,17,10,0,5,0,0
1004,1,2,21,8,1,1,0,0
1005,2,1,13,10,3,2,0,0
1006,2,1,10,10,3,2,0,0
1007,1,0,20,5,0,3,0,0
1008,1,0,20,8,3,2,0,0
1009,3,2,9,8,2,3,0,0
1010,0,2,14,13,1,1,1,0
1011,0,1,14,13,2,2,1,1
1012,0,1,18,11,0,0,0,0
1013,0,2,37,10,1,0,0,0
1014,3,0,15,8,2,1,0,0
1015,2,2,11,23,1,2,0,0
1016,1,2,10,6,1,2,0,0
1017,2,0,10,4,0,2,0,0
1018,1,3,14,13,3,1,0,0
1019,1,5,11,10,2,3,0,0
1020,3,3,9,14,2,4,0,0
1021,2,1,19,4,3,5,0,1
1022,5,1,18,6,2,2,0,0
1023,0,0,12,5,3,3,0,0
1024,2,1,18,9,0,0,0,0
1025,1,3,11,17,0,0,1,0
1026,3,1,15,7,1,2,0,0
1027,2,1,22,5,1,1,0,0
1028,1,0,8,18,1,0,0,1
1029,2,1,18,14,3,4,0,0
1030,1,1,8,10,2,0,0,0
1031,1,3,32,7,3,1,0,0
1032,1,1,9,19,1,0,0,0
1033,4,1,14,10,0,0,0,0
1034,3,1,18,17,1,0,0,0
1035,0,2,6,9,1,5,0,1
1036,0,4,16,12,4,4,1,0
1037,4,1,11,9,1,4,0,0
1038,0,0,12,8,3,3,0,0
1039,0,0,11,6,2,3,0,1
1040,1,0,8,16,2,2,0,0
1041,1,3,11,12,0,0,0,0
1042,2,1,9,20,1,2,0,0
1043,2,1,9,15,2,2,0,0
1044,1,2,4,11,2,1,0,0
1045,1,0,16,6,1,2,0,0
1046,1,1,5,13,2,2,0,0
1047,1,2,18,8,2,3,0,0
1048,0,1,8,14,2,3,0,0
1049,2,1,5,15,2,2,0,0
1050,1,1,9,7,3,1,0,0
1051,2,0,12,18,1,1,0,0
1052,1,3,10,22,2,2,0,0
1053,2,0,11,9,2,4,0,0
1054,1,4,9,10,1,1,0,0
1055,0,2,19,9,1,0,0,0
1056,2,0,10,14,1,1,0,0
1057,1,1,9,12,2,5,0,0
1058,4,0,15,6,1,1,0,1
1059,2,1,21,5,0,1,0,0
1060,2,0,21,13,1,3,0,0
1061,4,2,17,9,3,3,0,0
1062,3,0,18,9,3,1,0,0
1063,6,0,18,10,0,5,0,0
1064,3,1,21,7,1,2,0,0
1065,2,3,18,17,3,2,0,0
1066,2,3,6,10,2,0,1,0
1067,2,3,14,25,1,0,0,0
1068,2,2,10,12,3,1,0,0
1069,2,0,17,7,0,1,0,0
1070,3,1,15,9,2,1,0,0
1071,3,2,20,15,2,3,0,1
1072,1,1,15,15,1,3,0,0
1073,1,0,12,10,1,3,1,0
1074,0,2,11,6,2,3,0,0
1075,2,3,11,14,2,3,0,0
1076,1,0,10,8,3,1,0,0
1077,0,2,16,15,1,0,0,0
1078,3,1,17,10,0,3,0,0
1079,0,2,12,12,4,7,0,0
1080,2,3,27,10,3,1,0,0
1081,3,3,28,9,4,2,0,0
1082,0,0,5,9,2,7,0,1
1083,2,0,11,8,1,0,0,0
1084,4,0,17,15,0,3,0,0
1085,4,2,13,11,2,2,0,0
1086,2,1,27,13,0,3,0,0
1087,1,4,14,20,2,2,0,0
1088,1,6,5,23,0,1,0,0
1089,1,3,15,12,2,2,0,0
1090,0,0,16,11,2,3,0,0
1091,1,2,17,15,1,2,0,0
1092,3,1,18,12,4,3,0,0
1093,1,2,11,11,3,1,0,1
1094,2,3,30,5,3,5,1,1
1095,2,2,14,13,4,1,0,0
1096,2,0,14,22,1,1,0,0
1097,0,3,7,14,1,1,0,0
1098,2,1,12,6,3,3,0,0
1099,0,5,0,25,0,3,0,0
1100,4,3,20,8,4,5,0,1
1101,0,0,15,10,2,1,0,0
1102,5,1,16,6,1,3,0,0
1103,4,2,23,10,2,0,0,0
1104,1,1,18,3,1,3,0,0
1105,0,3,6,10,3,3,0,0
1106,1,0,8,9,3,1,0,0
1107,0,2,7,14,4,4,1,1
1108,4,0,14,7,1,2,0,0
1109,2,2,5,17,5,2,0,1
1110,3,4,10,18,3,3,1,0
1111,2,4,10,18,1,3,0,0
1112,2,1,13,11,2,4,0,0
1113,1,3,17,15,1,2,0,0
1114,2,2,24,8,2,2,0,0
1115,0,3,17,8,0,3,0,0
1116,2,1,13,9,4,4,0,0
1117,0,1,11,13,1,2,0,0
1118,3,3,5,22,1,1,0,0
1119,0,1,15,12,2,2,0,0
1120,1,1,18,7,1,4,0,0
1121,2,1,20,10,2,1,0,0
1122,4,0,22,4,0,2,0,0
1123,3,1,15,9,1,1,0,0
1124,3,1,12,13,1,1,0,0
1125,2,1,27,9,2,1,0,0
1126,3,2,20,19,3,3,0,0
1127,0,2,16,11,1,3,0,0
1128,0,2,12,14,2,1,0,0
1129,2,4,14,15,1,1,1,0
1130,1,1,23,9,3,2,0,0
1131,2,1,12,11,3,3,0,1
1132,3,1,12,15,3,2,0,0
1133,0,0,14,10,0,3,0,0
1134,2,1,16,9,3,6,1,1
1135,2,2,13,15,1,1,0,0
1136,0,5,6,17,1,1,0,0
1137,0,0,17,12,1,2,0,0
1138,1,1,13,17,5,3,0,1
1139,0,0,19,4,3,4,0,0
1140,3,0,16,8,0,2,0,0
1141,2,1,19,7,3,4,0,0
1142,7,2,18,11,1,2,0,0
1143,0,2,12,7,0,2,0,0
1144,1,0,11,17,4,5,0,0
1145,1,1,18,3,1,3,0,0
1146,0,0,10,9,1,2,0,0
1147,4,1,16,15,1,4,0,1
1148,0,0,12,14,2,0,0,0
1149,1,1,15,11,0,1,0,0
1150,3,1,13,2,3,1,0,1
1151,0,0,11,14,2,2,0,0
1152,0,1,3,13,2,2,0,0
1153,2,1,16,12,3,2,0,0
1154,0,0,16,11,2,3,0,0
1155,1,3,19,13,1,6,0,0
1156,2,3,22,8,2,3,0,0
1157,3,0,33,2,0,2,0,1
1158,4,0,19,7,1,2,0,2
1159,1,0,15,8,2,2,0,0
1160,4,3,20,14,2,1,0,0
1161,5,2,20,6,0,0,0,0
1162,2,0,15,9,2,3,0,0
1163,1,0,10,11,1,2,0,0
1164,0,3,7,18,1,0,0,0
1165,2,0,15,15,1,0,0,0
1166,3,1,11,10,2,5,0,0
1167,1,0,16,7,3,3,0,0
1168,1,1,7,14,2,2,0,0
1169,3,1,17,15,1,1,0,0
1170,1,5,9,13,2,1,0,0
1171,1,2,8,8,4,2,0,0
1172,2,2,20,10,1,1,0,0
1173,0,4,8,14,0,2,0,0
1174,2,0,18,10,1,3,0,0
1175,3,2,7,14,1,6,0,0
1176,4,2,21,2,1,0,0,0
1177,0,1,12,9,1,1,0,0
1178,2,2,16,8,2,2,0,0
1179,0,2,17,9,4,3,0,0
1180,2,1,6,12,1,3,0,0
1181,1,1,9,16,3,2,1,0
1182,1,1,15,11,1,1,0,0
1183,4,3,10,12,3,4,0,0
1184,3,2,18,20,4,1,0,0
1185,0,2,8,14,3,0,0,0
1186,4,1,15,11,1,1,0,0
1187,2,1,8,13,3,2,0,0
1188,0,2,15,8,2,3,0,0
1189,0,2,0,0,0,0,0,0
1190,1,1,6,12,5,2,0,0
1191,1,3,9,18,4,3,0,0
1192,2,1,19,16,1,3,0,0
1193,5,1,22,4,5,2,0,0
1194,1,3,34,9,1,1,0,1
1195,1,2,18,5,0,0,0,0
1196,5,1,8,17,0,4,0,0
1197,5,1,20,8,1,2,0,0
1198,0,1,25,11,2,2,0,0
1199,4,1,11,16,2,2,0,0
1200,2,0,14,10,2,7,0,0
1201,1,3,14,12,3,2,0,1
1202,2,3,12,7,1,2,0,0
1203,3,2,14,14,2,3,0,0
1204,2,0,16,10,0,1,0,1
1205,0,1,15,12,1,2,0,0
1206,0,1,5,23,3,1,0,0
1207,2,0,10,11,0,2,0,0
1208,0,1,18,14,0,3,0,0
1209,0,1,8,13,5,1,0,0
1210,4,2,18,7,1,1,0,0
1211,4,1,23,7,1,1,0,0
1212,4,2,11,16,2,2,1,0
1213,1,0,20,7,2,3,0,0
1214,5,1,16,9,1,0,0,0
1215,5,0,25,5,1,1,0,0
1216,1,0,13,12,1,3,0,1
1217,2,1,14,6,2,7,0,2
1218,0,2,13,11,1,2,0,0
1219,3,3,12,14,5,3,0,0
1220,2,0,13,12,0,2,0,0
1221,3,2,25,7,2,3,0,0
1222,3,3,14,11,4,0,0,0
1223,0,2,8,7,1,2,0,0
1224,1,3,12,11,2,1,0,0
1225,3,1,10,7,0,2,0,0
1226,4,0,12,4,5,3,0,0
1227,2,1,12,9,2,2,0,0
1228,0,2,20,9,1,2,0,0
1229,2,2,22,5,2,4,0,0
1230,2,1,11,11,1,0,0,0
1231,2,2,8,13,1,4,1,0
1232,1,2,7,7,4,2,0,0
1233,3,0,16,10,1,3,0,0
1234,2,0,11,10,4,3,0,0
1235,2,2,8,13,0,0,0,0
1236,2,2,24,12,3,0,0,0
1237,3,0,16,14,0,3,0,0
1238,1,0,12,13,8,4,3,0
1239,4,3,29,10,1,1,0,0
1240,0,1,22,13,3,2,0,0
1241,1,2,11,16,0,0,0,0
1242,1,1,5,2,1,3,0,0
1243,1,2,10,12,2,2,0,0
1244,0,0,21,6,3,2,0,0
1245,1,1,16,11,1,3,0,0
1246,3,1,9,16,4,3,1,0
1247,3,0,21,2,1,3,0,0
1248,1,2,16,4,5,2,1,0
1249,1,0,9,11,3,1,0,0
1250,0,4,16,22,2,1,0,0
1251,1,1,8,15,3,3,0,0
1252,0,0,9,9,3,3,0,0
1253,0,0,13,15,2,3,0,0
1254,2,2,10,21,2,2,0,0
1255,2,0,11,7,2,2,1,0
1256,0,0,11,14,2,1,0,0
1257,2,0,18,17,1,0,0,0
1258,0,0,15,2,2,3,0,0
1259,0,1,5,6,1,0,0,0
1260,1,2,10,7,3,4,0,0
1261,1,2,18,9,0,1,0,0
1262,3,1,20,10,2,0,0,0
1263,0,2,12,6,1,3,0,0
1264,1,3,14,16,2,3,0,0
1265,5,0,13,9,3,0,0,0
1266,6,0,24,6,2,2,0,0
1267,0,2,4,18,4,1,0,0
1268,0,3,8,17,3,2,1,0
1269,2,0,10,12,3,3,0,0
1270,1,1,13,11,2,3,0,0
1271,4,0,19,7,1,1,0,0
1272,1,1,9,14,0,0,0,0
1273,2,2,17,4,3,3,0,0
1274,1,3,12,17,5,3,0,0
1275,0,1,12,10,0,1,0,0
1276,1,4,7,20,1,1,0,0
1277,0,3,20,13,2,3,0,0
1278,1,2,13,15,1,1,0,0
1279,0,2,7,14,1,2,0,0
1280,1,2,15,9,2,0,0,0
1281,0,0,13,7,1,1,0,0
1282,0,1,14,10,4,0,0,0
1283,1,3,12,16,0,1,0,0
1284,2,3,14,8,0,6,1,0
1285,0,1,14,6,1,4,0,0
1286,0,0,10,18,0,3,0,0
1287,2,2,17,5,1,2,1,0
1288,0,2,18,11,4,4,0,0
1289,1,1,16,14,1,0,0,0
1290,1,2,14,11,3,0,0,0
1291,1,1,16,23,2,3,0,0
1292,1,0,10,4,0,1,0,0
1293,1,0,9,13,1,2,0,0
1294,2,2,9,24,1,2,1,0
1295,2,0,15,25,3,3,0,0
1296,1,1,7,18,1,2,0,0
1297,2,4,23,13,1,2,0,1
1298,1,3,17,18,4,1,0,0
1299,3,1,14,16,1,3,0,0
1300,3,4,11,16,3,2,0,0
1301,3,1,14,8,0,1,0,0
1302,3,2,19,10,3,0,0,0
1303,1,0,19,8,1,3,0,1
1304,1,1,13,11,1,2,0,0
1305,0,3,11,14,4,1,0,0
1306,1,0,16,19,2,2,0,0
1307,0,1,11,11,2,4,0,0
1308,3,1,18,12,2,0,0,0
1309,1,2,9,10,3,4,0,0
1310,1,3,6,19,4,0,1,0
1311,0,4,11,14,1,1,0,0
1312,1,4,12,18,1,0,0,0
1313,0,1,10,6,1,0,0,0
1314,1,1,13,10,4,4,0,0
1315,3,1,16,9,0,3,0,1
1316,2,0,12,9,3,3,0,0
1317,1,1,26,5,0,2,0,0
1318,1,0,13,12,0,1,0,0
1319,2,3,17,16,2,3,0,0
1320,2,2,28,11,0,0,0,0
1321,1,2,25,12,2,1,0,1
1322,2,0,8,14,4,2,0,1
1323,1,2,6,14,3,4,0,0
1324,0,0,16,7,2,1,0,0
1325,1,2,10,19,0,1,0,0
1326,3,0,19,14,1,1,0,0
1327,1,2,12,14,3,2,1,0
1328,3,2,12,19,3,2,0,0
1329,0,4,4,18,3,1,0,0
1330,2,2,18,16,2,3,0,0
1331,1,1,10,13,1,2,0,0
1332,4,4,12,13,0,2,0,0
1333,1,0,14,12,3,3,0,1
1334,0,0,13,8,2,1,0,0
1335,3,2,14,6,1,2,0,0
1336,1,1,10,6,1,4,0,0
1337,0,1,19,6,0,4,0,0
1338,3,0,14,8,2,2,0,0
1339,4,0,9,7,1,2,0,1
1340,2,3,11,16,5,1,0,0
1341,4,3,22,16,2,1,0,0
1342,2,0,14,11,0,1,0,0
1343,0,1,8,15,3,1,1,0
1344,1,1,10,5,3,2,0,0
1345,0,0,11,10,2,3,0,1
1346,0,0,11,14,0,1,0,0
1347,4,0,11,11,0,1,0,0
1348,4,4,12,26,0,0,0,0
1349,3,3,8,20,3,1,0,0
1350,0,1,6,21,6,3,2,0
1351,2,2,17,13,2,3,0,0
1352,1,3,27,7,0,2,0,0
1353,2,2,8,5,1,2,0,0
1354,1,1,12,8,1,0,0,0
1355,2,2,14,17,0,2,0,0
1356,2,0,24,16,1,1,0,0
1357,1,4,11,22,3,0,0,0
1358,1,2,15,9,1,0,0,0
1359,0,3,10,8,2,0,0,0
1360,0,0,21,16,1,3,0,0
1361,2,2,13,5,2,2,0,0
1362,2,4,19,9,0,2,0,0
1363,4,0,29,7,1,1,0,1
1364,1,2,19,6,0,0,0,0
1365,3,0,19,4,3,1,0,1
1366,1,3,8,11,2,4,0,0
1367,1,4,21,13,2,2,0,0
1368,0,4,6,14,0,0,0,0
1369,0,1,16,17,0,0,0,0
1370,2,2,20,7,2,6,0,0
1371,2,3,8,15,1,0,0,0
1372,0,2,10,9,0,0,0,0
1373,0,0,9,4,0,2,0,0
1374,2,2,10,14,1,2,0,0
1375,2,2,20,6,2,4,0,0
1376,1,1,13,14,3,2,0,1
1377,1,1,22,4,0,4,0,0
1378,0,0,12,13,2,0,0,0
1379,3,1,13,11,1,2,0,0
1380,3,0,8,15,4,1,0,0
1381,3,0,12,1,2,4,0,0
1382,0,4,19,10,0,2,0,0
1383,2,0,11,10,0,2,0,0
1384,0,1,9,11,2,3,0,0
1385,2,1,8,17,0,3,0,0
1386,2,1,8,17,0,0,1,0
1387,0,0,12,7,1,2,0,0
1388,3,0,16,9,2,2,0,0
1389,1,2,17,10,0,3,0,0
1390,2,1,13,24,3,4,0,0
1391,1,1,11,13,2,2,0,0
1392,0,3,7,7,2,0,0,0
1393,4,0,13,11,0,2,0,0
1394,0,1,13,12,2,4,0,0
1395,1,1,14,4,0,3,0,0
1396,2,2,7,10,4,2,0,0
1397,1,0,17,21,1,3,1,0
1398,2,1,29,13,2,4,0,1
1399,2,2,15,4,2,4,0,0
1400,0,2,11,10,2,6,0,0
1401,0,0,8,7,2,2,0,0
1402,1,0,10,21,3,0,0,0
1403,2,2,14,14,2,1,0,0
1404,0,0,8,15,1,2,0,0
1405,4,0,12,6,1,3,0,1
1406,3,2,13,13,2,3,0,0
1407,0,4,16,12,1,2,0,0
1408,1,1,20,16,1,3,0,0
1409,1,1,5,16,1,2,0,0
1410,0,0,5,20,1,3,0,0
1411,2,1,14,7,2,2,0,0
1412,2,3,9,18,2,3,1,0
1413,0,2,21,9,1,2,0,0
1414,2,3,8,16,3,1,1,0
1415,0,0,9,8,1,0,0,0
1416,2,2,14,24,4,0,1,1
1417,2,0,12,9,2,3,0,0
1418,2,1,14,20,3,4,0,0
1419,1,2,13,16,4,1,0,0
1420,1,2,6,15,3,2,0,0
1421,3,0,14,9,2,2,0,0
1422,2,3,8,14,1,3,0,0
1423,3,0,15,16,1,1,1,0
1424,1,1,5,23,3,3,1,0
1425,0,3,7,12,2,1,0,0
1426,2,3,10,16,1,0,0,0
1427,3,2,24,6,2,5,0,1
1428,0,0,8,13,0,1,0,0
1429,2,0,11,5,1,2,0,0
1430,2,1,22,18,1,2,0,0
1431,2,3,12,13,2,3,0,0
1432,2,3,18,11,3,2,0,0
1433,3,1,9,11,1,1,0,0
1434,2,1,13,11,3,0,0,0
1435,5,1,23,7,0,0,0,0
1436,3,2,29,7,1,2,0,1
1437,1,0,13,9,2,2,0,0
1438,0,0,19,13,1,0,0,1
1439,2,1,12,16,2,3,0,1
1440,1,1,21,9,5,2,1,0
1441,2,1,16,7,2,4,0,0
1442,1,1,3,15,3,1,0,0
1443,1,1,11,9,1,2,0,0
1444,2,2,10,12,2,0,0,0
1445,1,0,16,2,4,2,0,1
1446,1,0,10,13,2,3,1,0
1447,3,2,18,17,1,3,0,0
1448,0,1,11,9,2,2,0,0
1449,0,6,5,19,0,5,1,0
1450,0,1,14,11,2,3,0,0
1451,0,2,12,16,1,1,0,0
1452,0,3,16,10,3,2,0,0
1453,1,0,8,20,3,3,0,0
1454,2,0,13,3,2,3,0,1
1455,6,1,19,4,0,1,0,0
1456,1,0,24,11,3,2,0,0
1457,5,1,21,14,2,5,0,1
1458,4,4,18,10,2,1,0,0
1459,3,0,18,6,3,1,0,0
1460,2,2,13,6,4,2,1,0
1461,1,1,17,6,4,5,0,0
1462,0,2,14,11,2,2,0,0
1463,1,0,14,7,1,3,0,2
1464,0,2,13,9,0,1,0,0
1465,2,0,16,4,2,3,0,0
1466,0,3,6,15,1,1,1,0
1467,2,2,24,13,2,0,0,0
1468,3,2,18,15,3,4,0,1
1469,1,5,14,14,2,5,1,1
1470,0,1,14,12,4,2,0,0
1471,1,0,10,4,2,2,0,0
1472,1,0,20,6,2,2,0,0
1473,0,1,12,18,2,1,0,0
1474,0,2,11,11,2,2,0,0
1475,1,0,20,7,2,1,0,0
1476,0,3,13,12,1,3,0,0
1477,0,1,9,8,2,1,0,0
1478,3,2,7,14,2,2,1,0
1479,1,0,9,12,1,0,0,0
1480,2,1,20,6,3,8,0,2
1481,0,1,13,15,2,5,0,0
1482,1,1,8,18,4,3,0,0
1483,1,1,18,11,0,3,0,0
1484,3,3,16,13,0,2,0,0
1485,2,0,13,6,1,3,0,0
1486,1,2,12,10,1,2,0,0
1487,2,1,11,11,1,1,0,0
1488,3,1,11,8,1,2,0,0
1489,1,1,13,5,2,0,0,0
1490,0,1,12,14,5,1,0,0
1491,2,3,15,15,2,3,0,0
1492,0,0,6,7,3,2,0,0
1493,1,3,9,15,0,2,0,0
1494,0,5,9,12,2,1,0,0
1495,0,2,10,8,2,1,1,0
1496,2,2,20,17,2,2,0,0
1497,3,0,13,3,3,3,0,1
1498,1,0,14,6,0,3,0,0
1499,1,1,12,9,1,2,0,0
1500,1,1,4,16,3,2,0,0
1501,0,1,16,7,1,3,0,0
1502,1,0,19,11,1,2,0,0
1503,3,0,16,5,0,2,0,0
1504,1,1,17,9,3,0,0,0
1505,3,0,20,9,2,2,0,0
1506,1,1,10,14,1,4,0,0
1507,3,1,12,23,4,3,0,0
1508,0,1,5,16,4,1,0,0
1509,0,2,4,15,2,3,1,0
1510,0,2,5,18,2,3,0,0
1511,2,1,17,6,2,0,0,0
